uniqueFlowsetId,flowNumber,srcAddr,dstAddr,srcPort,dstPort,forwardingStatus,forwardingStatusCode,nextHop,outputInt,outputDirection,bytes,packets,timeDelta
835,1,10.146.170.36,130.173.33.162,64768,53,null,null,198.208.134.142,15,null,93,1,0.0
835,2,10.146.170.36,117.105.89.22,64771,53,null,null,198.208.133.142,15,null,93,1,0.0
835,3,10.146.170.36,130.173.33.162,64772,53,null,null,198.208.134.142,15,null,93,1,0.0
835,4,10.47.18.237,10.146.172.113,53,35272,null,null,10.193.204.227,18,null,83,1,0.0
835,5,130.173.33.162,10.146.170.36,53,64768,null,null,10.193.197.243,16,null,91,1,0.0
835,6,130.173.33.162,10.146.170.36,53,64772,null,null,10.193.197.243,16,null,146,1,0.0
835,7,10.125.119.139,10.146.162.106,32111,35910,null,null,10.193.197.243,16,null,44,1,0.0
835,8,10.47.18.237,10.146.165.173,53,52460,null,null,10.193.204.227,18,null,83,1,0.0
835,9,10.146.170.36,164.56.5.103,50205,53,null,null,198.208.211.68,15,null,98,1,0.0
835,10,10.146.162.201,10.125.112.187,48414,32111,null,null,10.204.14.164,11,null,122,2,0.0
835,11,10.146.162.42,10.47.18.237,47254,53,null,null,198.208.210.68,15,null,85,1,0.0
835,12,10.47.18.237,10.146.165.87,53,59079,null,null,10.193.204.227,18,null,83,1,0.0
835,13,10.124.214.209,10.146.161.225,32111,56858,null,null,10.193.197.243,16,null,44,1,0.0
836,1,10.47.18.237,10.146.161.232,53,38296,null,null,10.193.204.227,18,null,83,1,0.0
836,2,10.146.170.36,117.105.89.22,56890,53,null,null,198.208.133.142,15,null,93,1,0.0
836,3,10.146.170.36,130.173.33.162,56891,53,null,null,198.208.134.142,15,null,93,1,0.0
836,4,10.146.170.36,117.105.89.22,56893,53,null,null,198.208.133.142,15,null,93,1,0.0
836,5,10.146.170.36,130.173.33.162,56894,53,null,null,198.208.134.142,15,null,93,1,0.0
836,6,10.146.171.172,10.47.18.237,40607,53,null,null,198.208.210.68,15,null,85,1,0.0
836,7,130.173.33.162,10.146.170.36,53,56891,null,null,10.193.197.243,16,null,91,1,0.0
836,8,130.173.33.162,10.146.170.36,53,56894,null,null,10.193.197.243,16,null,146,1,0.0
836,9,10.47.18.237,10.146.172.120,53,50141,null,null,10.193.204.227,18,null,83,1,0.0
836,10,10.146.165.188,10.47.18.237,58557,53,null,null,10.205.14.165,11,null,85,1,0.0
836,11,10.125.122.229,10.146.161.73,32111,48750,null,null,10.193.197.243,16,null,44,1,0.0
836,12,10.47.18.237,10.146.162.42,53,47254,null,null,10.193.204.227,18,null,83,1,0.0
836,13,10.146.170.36,117.105.89.22,56896,53,null,null,198.208.133.142,15,null,95,1,0.0
837,1,10.146.170.36,130.173.33.162,56897,53,null,null,198.208.134.142,15,null,95,1,0.0
837,2,10.146.170.36,117.105.89.22,56900,53,null,null,198.208.133.142,15,null,95,1,0.0
837,3,10.146.170.36,130.173.33.162,56901,53,null,null,198.208.134.142,15,null,95,1,0.0
837,4,10.125.112.187,10.146.162.201,32111,48414,null,null,10.193.197.243,16,null,44,1,0.0
837,5,130.173.33.162,10.146.170.36,53,56897,null,null,10.193.197.243,16,null,93,1,0.0
837,6,130.173.33.162,10.146.170.36,53,56901,null,null,10.193.197.243,16,null,149,1,0.0
837,7,10.47.18.237,10.146.171.172,53,40607,null,null,10.193.204.227,18,null,83,1,0.0
837,8,10.47.18.237,10.146.161.204,53,39154,null,null,10.193.204.227,18,null,83,1,0.0
837,9,10.146.162.37,10.47.18.237,43897,53,null,null,198.208.210.68,15,null,85,1,0.0
837,10,10.146.162.106,10.47.18.237,35652,53,null,null,198.208.210.69,15,null,85,1,0.0
837,11,10.146.162.156,208.67.222.222,51110,53,null,null,10.147.91.149,11,null,160,2,5.0
837,12,10.146.165.61,208.67.222.222,46285,53,null,null,10.147.91.150,11,null,160,2,5.0
837,13,10.146.162.135,10.125.119.80,39326,22443,null,null,198.208.211.68,15,null,3616,46,0.0
838,1,10.146.165.134,208.67.222.222,41867,53,null,null,198.208.134.53,15,null,160,2,5.0
838,2,10.146.165.87,10.119.145.111,52278,32111,null,null,10.204.14.165,11,null,122,2,0.0
838,3,10.120.101.238,10.146.162.118,40003,46566,null,null,10.193.197.243,16,null,310,4,1.0
839,1,10.146.170.36,144.72.225.21,50608,8080,null,null,198.208.211.5,1,null,1057,9,17.0
840,1,130.172.45.57,10.146.170.36,64796,49155,null,null,10.193.197.243,16,null,4377,27,17.0
841,1,10.146.170.36,10.120.115.139,389,7755,null,null,198.208.210.69,15,null,190,3,1.0
842,1,10.146.170.36,10.120.115.139,3268,7756,null,null,198.208.210.69,15,null,190,3,1.0
843,1,10.146.171.103,10.120.101.237,46394,40003,null,null,10.205.14.165,11,null,1068,5,0.0
843,2,10.146.165.188,10.192.154.41,58860,22443,null,null,198.208.210.68,15,null,4914,59,0.0
843,3,10.146.164.115,10.119.145.39,49262,32111,null,null,10.204.14.164,11,null,122,2,0.0
843,4,10.146.162.17,10.125.123.39,37972,32111,null,null,198.208.211.68,15,null,122,2,0.0
843,5,10.146.164.234,208.67.222.222,37575,53,null,null,198.208.133.142,15,null,160,2,5.0
843,6,10.120.115.141,10.146.170.36,27027,3268,null,null,10.193.197.243,16,null,132,3,1.0
843,7,10.146.165.65,10.125.121.200,41363,22443,null,null,10.204.14.165,11,null,62107,650,0.0
843,8,10.146.164.117,208.67.222.222,37477,53,null,null,198.208.133.53,15,null,160,2,5.0
843,9,10.146.165.149,208.67.222.222,57082,53,null,null,198.208.133.53,15,null,160,2,5.0
843,10,10.125.121.200,10.146.165.65,22443,41363,null,null,10.193.197.243,16,null,528288,1160,0.0
843,11,10.146.162.178,10.124.209.32,58559,22443,null,null,10.205.14.165,11,null,392069,1715,0.0
843,12,10.146.165.65,8.8.8.8,0,0,null,null,198.208.133.38,1,null,12138,119,0.0
843,13,10.146.165.6,10.125.119.246,44127,22443,null,null,10.204.14.164,11,null,535050,1856,0.0
844,1,10.146.162.37,10.125.113.184,45600,32111,null,null,10.204.14.164,11,null,122,2,0.0
844,2,10.119.145.111,10.146.165.87,32111,52278,null,null,10.193.197.243,16,null,44,1,0.0
844,3,10.47.18.237,10.146.165.188,53,58557,null,null,10.193.204.227,18,null,83,1,0.0
844,4,10.146.170.36,117.105.89.22,56903,53,null,null,198.208.133.142,15,null,95,1,0.0
844,5,10.146.170.36,130.173.33.162,56904,53,null,null,198.208.134.142,15,null,95,1,0.0
844,6,10.146.170.36,130.173.33.162,56907,53,null,null,198.208.134.142,15,null,95,1,0.0
844,7,10.146.170.36,117.105.89.22,56906,53,null,null,198.208.133.142,15,null,95,1,0.0
844,8,10.146.168.49,52.115.86.233,50034,3478,null,null,10.147.95.150,11,null,268,1,0.0
844,9,10.119.145.39,10.146.164.115,32111,49262,null,null,10.193.197.243,16,null,44,1,0.0
844,10,130.173.33.162,10.146.170.36,53,56904,null,null,10.193.197.243,16,null,93,1,0.0
844,11,130.173.33.162,10.146.170.36,53,56907,null,null,10.193.197.243,16,null,134,1,0.0
844,12,10.146.171.25,10.47.18.237,56736,53,null,null,198.208.210.69,15,null,85,1,0.0
844,13,10.124.210.179,10.146.161.123,32111,49022,null,null,10.193.197.243,16,null,44,1,0.0
845,1,10.146.170.36,117.105.89.22,56909,53,null,null,198.208.133.142,15,null,95,1,0.0
845,2,10.146.170.36,130.173.33.162,56910,53,null,null,198.208.134.142,15,null,95,1,0.0
845,3,10.146.170.36,117.105.89.22,56912,53,null,null,198.208.133.142,15,null,95,1,0.0
845,4,10.146.170.36,130.173.33.162,56913,53,null,null,198.208.134.142,15,null,95,1,0.0
845,5,10.47.18.237,10.146.161.46,53,45651,null,null,10.193.204.227,18,null,83,1,0.0
845,6,130.173.33.162,10.146.170.36,53,56910,null,null,10.193.197.243,16,null,93,1,0.0
845,7,130.173.33.162,10.146.170.36,53,56913,null,null,10.193.197.243,16,null,149,1,0.0
845,8,10.146.165.6,10.47.18.237,47833,53,null,null,198.208.210.69,15,null,85,1,0.0
845,9,10.146.165.95,10.47.18.237,42111,53,null,null,198.208.210.68,15,null,85,1,0.0
845,10,10.47.18.237,10.146.171.25,53,56736,null,null,10.193.204.227,18,null,83,1,0.0
845,11,10.146.162.201,10.125.112.187,33815,22443,null,null,198.208.211.69,15,null,417522,2217,0.0
845,12,10.146.164.115,10.119.145.39,38907,22443,null,null,198.208.211.69,15,null,338354,1457,0.0
845,13,10.120.115.141,10.146.170.36,27025,389,null,null,10.193.197.243,16,null,132,3,1.0
846,1,10.146.164.115,8.8.8.8,0,0,null,null,198.208.133.38,1,null,11628,114,0.0
846,2,10.146.164.92,10.119.156.241,37893,22443,null,null,10.204.14.165,11,null,271638,1135,0.0
846,3,10.146.162.106,10.125.119.139,36786,22443,null,null,198.208.211.69,15,null,4966,60,0.0
846,4,10.146.165.65,208.67.222.222,37454,53,null,null,10.147.91.150,11,null,160,2,4.0
846,5,10.146.165.86,208.67.222.222,48040,53,null,null,10.147.91.150,11,null,160,2,4.0
846,6,130.172.45.23,10.146.170.36,389,52846,null,null,10.193.197.243,16,null,82,2,14.0
846,7,10.146.170.36,130.172.45.23,52846,389,null,null,198.208.211.68,15,null,140,2,14.0
846,8,10.146.162.139,208.67.222.222,52650,53,null,null,10.147.91.149,11,null,160,2,4.0
846,9,10.146.165.188,10.192.154.41,60583,22443,null,null,198.208.210.69,15,null,157797,1163,0.0
846,10,10.146.162.178,8.8.8.8,0,0,null,null,198.208.133.38,1,null,11934,117,0.0
846,11,10.125.119.246,10.146.165.6,22443,44127,null,null,10.193.197.243,16,null,1548803,2469,0.0
846,12,10.146.165.6,8.8.8.8,0,0,null,null,198.208.133.38,1,null,11934,117,0.0
846,13,10.146.162.201,8.8.8.8,0,0,null,null,198.208.133.38,1,null,11832,116,0.0
847,1,10.146.164.92,8.8.8.8,0,0,null,null,198.208.38.216,1,null,11832,116,0.0
847,2,10.125.123.145,10.146.161.78,32111,57048,null,null,10.193.197.243,16,null,44,1,0.0
847,3,10.146.164.92,10.119.156.241,33046,32111,null,null,10.204.14.165,11,null,122,2,0.0
847,4,10.146.170.36,117.105.89.22,56915,53,null,null,198.208.133.142,15,null,93,1,0.0
847,5,10.146.170.36,130.173.33.162,56916,53,null,null,198.208.134.142,15,null,93,1,0.0
847,6,10.146.170.36,117.105.89.22,56918,53,null,null,198.208.133.142,15,null,93,1,0.0
847,7,10.146.170.36,130.173.33.162,56919,53,null,null,198.208.134.142,15,null,93,1,0.0
847,8,10.146.162.5,10.125.125.232,51754,32111,null,null,10.204.14.165,11,null,122,2,0.0
847,9,130.173.33.162,10.146.170.36,53,56916,null,null,10.193.197.243,16,null,91,1,0.0
847,10,130.173.33.162,10.146.170.36,53,56919,null,null,10.193.197.243,16,null,146,1,0.0
847,11,10.146.162.28,10.125.125.92,44168,32111,null,null,198.208.211.68,15,null,122,2,0.0
847,12,10.146.164.97,10.119.159.206,34766,32111,null,null,198.208.211.69,15,null,122,2,0.0
847,13,10.146.170.36,117.105.89.22,56921,53,null,null,198.208.133.142,15,null,93,1,0.0
848,1,10.146.170.36,130.173.33.162,56922,53,null,null,198.208.134.142,15,null,93,1,0.0
848,2,10.146.170.36,117.105.89.22,56924,53,null,null,198.208.133.142,15,null,93,1,0.0
848,3,10.146.170.36,130.173.33.162,56925,53,null,null,198.208.134.142,15,null,93,1,0.0
848,4,10.146.165.107,10.47.18.237,44487,53,null,null,198.208.210.68,15,null,85,1,0.0
848,5,130.173.33.162,10.146.170.36,53,56922,null,null,10.193.197.243,16,null,91,1,0.0
848,6,130.173.33.162,10.146.170.36,53,56925,null,null,10.193.197.243,16,null,146,1,0.0
848,7,10.119.156.241,10.146.164.92,32111,33046,null,null,10.193.197.243,16,null,44,1,0.0
848,8,10.146.170.36,117.105.89.22,56927,53,null,null,198.208.133.142,15,null,93,1,0.0
848,9,10.146.170.36,130.173.33.162,56928,53,null,null,198.208.134.142,15,null,93,1,0.0
848,10,10.146.170.36,117.105.89.22,56930,53,null,null,198.208.133.142,15,null,93,1,0.0
848,11,10.146.170.36,130.173.33.162,56932,53,null,null,198.208.134.142,15,null,93,1,0.0
848,12,10.47.18.237,10.146.165.107,53,44487,null,null,10.193.204.227,18,null,83,1,0.0
848,13,130.173.33.162,10.146.170.36,53,56928,null,null,10.193.197.243,16,null,91,1,0.0
849,1,130.173.33.162,10.146.170.36,53,56932,null,null,10.193.197.243,16,null,146,1,0.0
849,2,10.146.165.171,10.47.18.237,48633,53,null,null,198.208.210.69,15,null,85,1,0.0
849,3,10.146.162.101,208.67.222.222,58527,53,null,null,198.208.134.53,15,null,160,2,5.0
849,4,10.125.119.139,10.146.162.106,22443,36786,null,null,10.193.197.243,16,null,3106,45,0.0
849,5,10.146.170.36,10.120.115.139,50621,135,null,null,198.208.210.69,15,null,472,5,1.0
850,1,10.146.170.36,144.72.225.21,50620,8080,null,null,198.208.211.5,1,null,1057,9,1.0
851,1,10.146.170.36,10.120.115.139,3268,6751,null,null,198.208.210.69,15,null,3244,6,1.0
852,1,10.125.226.139,10.146.170.36,23363,445,null,null,10.193.197.243,16,null,5032,13,16.0
853,1,10.125.226.139,10.146.170.36,23364,445,null,null,10.193.197.243,16,null,5180,13,16.0
854,1,10.125.226.139,10.146.170.36,23000,445,null,null,10.193.197.243,16,null,7196,25,18.0
855,1,10.125.226.139,10.146.170.36,23362,445,null,null,10.193.197.243,16,null,4981,12,16.0
856,1,10.146.164.232,10.119.154.1,39240,32111,null,null,198.208.211.68,15,null,122,2,0.0
856,2,10.146.171.175,208.67.222.222,32924,53,null,null,198.208.134.53,15,null,160,2,5.0
856,3,10.124.211.6,10.146.161.189,22443,34924,null,null,10.193.197.243,16,null,3186,45,0.0
856,4,10.124.214.209,10.146.161.225,22443,39712,null,null,10.193.197.243,16,null,2217,30,0.0
856,5,10.146.165.188,8.8.8.8,0,0,null,null,198.208.38.216,1,null,12036,118,0.0
856,6,10.146.162.156,10.124.213.182,52736,22443,null,null,10.205.14.165,11,null,4958,60,0.0
856,7,10.146.164.92,208.67.222.222,40871,53,null,null,10.147.91.150,11,null,160,2,5.0
856,8,10.146.165.109,208.67.222.222,57190,53,null,null,198.208.133.142,15,null,160,2,5.0
856,9,172.21.26.135,148.93.49.56,161,40617,null,null,10.205.14.164,11,null,0,0,29.0
856,10,10.146.165.111,208.67.222.222,54507,53,null,null,198.208.133.53,15,null,160,2,4.0
856,11,10.146.162.118,10.47.18.237,38356,53,null,null,198.208.210.69,15,null,79,1,0.0
856,12,10.146.170.36,10.120.115.141,50613,3389,null,null,198.208.210.68,15,null,322,3,0.0
856,13,10.146.162.178,10.47.18.237,53880,53,null,null,10.205.14.165,11,null,85,1,0.0
857,1,10.146.164.74,10.125.118.230,41896,32111,null,null,10.204.14.165,11,null,122,2,0.0
857,2,10.146.170.36,117.105.89.22,56934,53,null,null,198.208.133.142,15,null,93,1,0.0
857,3,10.146.170.36,130.173.33.162,56935,53,null,null,198.208.134.142,15,null,93,1,0.0
857,4,10.146.170.36,117.105.89.22,56937,53,null,null,198.208.133.142,15,null,93,1,0.0
857,5,10.146.170.36,130.173.33.162,56938,53,null,null,198.208.134.142,15,null,93,1,0.0
857,6,130.173.33.162,10.146.170.36,53,56935,null,null,10.193.197.243,16,null,91,1,0.0
857,7,130.173.33.162,10.146.170.36,53,56938,null,null,10.193.197.243,16,null,146,1,0.0
857,8,10.146.165.95,10.125.113.207,60008,32111,null,null,198.208.211.68,15,null,122,2,0.0
857,9,10.47.18.237,10.146.161.54,53,37444,null,null,10.193.204.227,18,null,83,1,0.0
857,10,10.47.18.237,10.146.161.93,53,57713,null,null,10.193.204.227,18,null,83,1,0.0
857,11,10.47.18.237,10.146.162.178,53,53880,null,null,10.193.204.227,18,null,83,1,0.0
857,12,10.146.162.41,10.47.18.237,38731,53,null,null,198.208.210.68,15,null,85,1,0.0
857,13,10.146.170.36,117.105.89.22,56940,53,null,null,198.208.133.142,15,null,95,1,0.0
858,1,10.146.170.36,130.173.33.162,56941,53,null,null,198.208.134.142,15,null,95,1,0.0
858,2,10.146.170.36,117.105.89.22,56943,53,null,null,198.208.133.142,15,null,95,1,0.0
858,3,10.146.170.36,130.173.33.162,56944,53,null,null,198.208.134.142,15,null,95,1,0.0
858,4,10.125.118.230,10.146.164.74,32111,41896,null,null,10.193.197.243,16,null,44,1,0.0
858,5,130.173.33.162,10.146.170.36,53,56941,null,null,10.193.197.243,16,null,93,1,0.0
858,6,130.173.33.162,10.146.170.36,53,56944,null,null,10.193.197.243,16,null,149,1,0.0
858,7,10.146.170.36,10.120.115.141,64549,137,null,null,198.208.210.5,1,null,192,2,0.0
858,8,10.146.162.156,10.124.213.182,34270,32111,null,null,10.205.14.165,11,null,122,2,0.0
858,9,10.146.162.106,10.125.119.139,46341,22443,null,null,10.204.14.164,11,null,323585,1541,0.0
858,10,10.124.211.6,10.146.161.189,22443,50429,null,null,10.193.197.243,16,null,1945876,3029,0.0
858,11,10.120.115.141,10.146.170.36,135,50612,null,null,10.193.197.243,16,null,504,4,0.0
858,12,10.146.170.36,10.120.115.141,50614,3389,null,null,198.208.210.68,15,null,322,3,0.0
858,13,10.146.165.168,10.125.115.3,57400,22443,null,null,10.204.14.165,11,null,5038,60,0.0
859,1,10.146.162.201,208.67.222.222,34634,53,null,null,198.208.133.142,15,null,160,2,4.0
859,2,10.146.165.40,208.67.222.222,49111,53,null,null,10.147.91.149,11,null,160,2,4.0
859,3,10.120.115.141,10.146.170.36,28118,3268,null,null,10.193.197.243,16,null,3011,8,0.0
859,4,10.146.170.36,117.105.89.22,56946,53,null,null,198.208.133.142,15,null,95,1,0.0
859,5,10.146.170.36,130.173.33.162,56947,53,null,null,198.208.134.142,15,null,95,1,0.0
859,6,10.146.170.36,117.105.89.22,56949,53,null,null,198.208.133.142,15,null,95,1,0.0
859,7,10.146.170.36,130.173.33.162,56950,53,null,null,198.208.134.142,15,null,95,1,0.0
859,8,130.173.33.162,10.146.170.36,53,56947,null,null,10.193.197.243,16,null,93,1,0.0
859,9,130.173.33.162,10.146.170.36,53,56950,null,null,10.193.197.243,16,null,149,1,0.0
859,10,10.47.18.237,10.146.161.120,53,47653,null,null,10.193.204.227,18,null,83,1,0.0
859,11,10.192.146.249,10.146.172.123,32111,32908,null,null,10.193.197.243,16,null,44,1,0.0
859,12,10.146.165.62,10.47.18.237,58463,53,null,null,198.208.210.69,15,null,85,1,0.0
859,13,148.93.49.56,172.21.26.149,40617,161,null,null,10.193.197.243,16,null,247,1,0.0
860,1,172.21.26.149,148.93.49.56,161,40617,null,null,10.205.14.165,11,null,271,1,0.0
860,2,10.146.165.40,10.125.123.98,50736,32111,null,null,10.204.14.164,11,null,122,2,0.0
860,3,10.54.40.71,10.146.170.36,33489,53,null,null,10.193.197.243,16,null,77,1,0.0
860,4,10.146.170.36,10.54.40.71,53,33489,null,null,10.147.91.150,11,null,111,1,0.0
860,5,10.146.162.82,10.47.18.237,49717,53,null,null,198.208.210.68,15,null,85,1,0.0
860,6,10.146.165.28,10.124.209.229,51960,32111,null,null,198.208.210.68,15,null,122,2,0.0
860,7,10.120.115.141,10.146.170.36,3389,50614,null,null,10.193.197.243,16,null,92,2,0.0
860,8,10.125.226.126,10.146.170.36,25204,389,null,null,10.193.197.243,16,null,132,3,0.0
860,9,10.54.40.71,10.146.170.36,34177,53,null,null,10.193.197.243,16,null,106,1,0.0
860,10,10.146.170.36,10.54.40.71,53,34177,null,null,10.147.91.150,11,null,189,1,0.0
860,11,10.146.170.36,117.105.89.22,56952,53,null,null,198.208.133.142,15,null,95,1,0.0
860,12,10.146.170.36,130.173.33.162,56953,53,null,null,198.208.134.142,15,null,95,1,0.0
860,13,10.146.170.36,117.105.89.22,56955,53,null,null,198.208.133.142,15,null,95,1,0.0
861,1,10.146.170.36,130.173.33.162,56956,53,null,null,198.208.134.142,15,null,95,1,0.0
861,2,130.173.33.162,10.146.170.36,53,56953,null,null,10.193.197.243,16,null,93,1,0.0
861,3,130.173.33.162,10.146.170.36,53,56956,null,null,10.193.197.243,16,null,149,1,0.0
861,4,10.193.197.242,148.93.49.21,37008,514,null,null,198.208.210.4,1,null,373,2,0.0
861,5,10.146.171.50,10.47.18.237,45391,53,null,null,10.205.14.164,11,null,85,1,0.0
861,6,10.146.162.118,198.208.206.37,34114,40003,null,null,198.208.211.68,15,null,70,1,0.0
861,7,10.182.208.22,26.147.66.12,68,67,null,null,198.208.31.216,1,null,346,1,0.0
861,8,10.124.209.229,10.146.165.28,32111,51960,null,null,10.193.197.243,16,null,44,1,0.0
861,9,26.147.66.12,10.182.208.22,67,68,null,null,10.194.197.219,19,null,341,1,0.0
861,10,10.146.170.36,117.105.89.22,56958,53,null,null,198.208.133.142,15,null,95,1,0.0
861,11,10.146.170.36,130.173.33.162,56959,53,null,null,198.208.134.142,15,null,95,1,0.0
861,12,10.146.170.36,117.105.89.22,56961,53,null,null,198.208.133.142,15,null,95,1,0.0
861,13,10.146.170.36,130.173.33.162,56962,53,null,null,198.208.134.142,15,null,95,1,0.0
862,1,130.173.33.162,10.146.170.36,53,56959,null,null,10.193.197.243,16,null,93,1,0.0
862,2,130.173.33.162,10.146.170.36,53,56962,null,null,10.193.197.243,16,null,149,1,0.0
862,3,10.146.162.84,10.47.18.237,60199,53,null,null,198.208.210.69,15,null,85,1,0.0
862,4,10.146.162.2,208.67.222.222,51656,53,null,null,10.147.91.149,11,null,160,2,5.0
862,5,10.146.162.27,208.67.222.222,56539,53,null,null,10.147.91.150,11,null,160,2,5.0
862,6,10.146.170.36,10.120.115.161,389,44911,null,null,198.208.210.69,15,null,190,3,1.0
863,1,10.146.170.36,10.120.115.161,3268,44913,null,null,10.205.14.164,11,null,190,3,1.0
864,1,10.125.119.139,10.146.162.106,22443,46341,null,null,10.193.197.243,16,null,968511,2209,0.0
864,2,10.146.162.106,8.8.8.8,0,0,null,null,198.208.133.38,1,null,11934,117,0.0
864,3,10.146.162.67,208.67.222.222,47992,53,null,null,10.147.91.150,11,null,160,2,5.0
864,4,10.146.162.135,208.67.222.222,60641,53,null,null,10.147.91.149,11,null,160,2,5.0
864,5,10.146.162.191,208.67.222.222,35230,53,null,null,198.208.134.53,15,null,160,2,5.0
864,6,10.146.162.156,10.124.213.182,39950,22443,null,null,10.205.14.164,11,null,438022,1359,0.0
864,7,10.146.162.15,208.67.222.222,46618,53,null,null,10.147.91.150,11,null,160,2,5.0
864,8,10.146.162.118,208.67.222.222,45575,53,null,null,10.147.91.149,11,null,160,2,5.0
864,9,198.208.206.37,10.146.162.118,40003,34114,null,null,10.193.197.243,16,null,40,1,0.0
864,10,10.146.165.124,10.47.18.237,37656,53,null,null,198.208.210.68,15,null,85,1,0.0
864,11,10.146.162.235,10.47.18.237,55028,53,null,null,198.208.210.69,15,null,85,1,0.0
864,12,10.146.162.67,10.125.122.29,52458,32111,null,null,10.204.14.165,11,null,122,2,0.0
864,13,10.146.170.36,117.105.89.22,56964,53,null,null,198.208.133.142,15,null,95,1,0.0
865,1,10.146.170.36,130.173.33.162,56965,53,null,null,198.208.134.142,15,null,95,1,0.0
865,2,10.146.170.36,117.105.89.22,56967,53,null,null,198.208.133.142,15,null,95,1,0.0
865,3,10.146.170.36,130.173.33.162,56968,53,null,null,198.208.134.142,15,null,95,1,0.0
865,4,130.173.33.162,10.146.170.36,53,56965,null,null,10.193.197.243,16,null,93,1,0.0
865,5,130.173.33.162,10.146.170.36,53,56968,null,null,10.193.197.243,16,null,149,1,0.0
865,6,10.47.18.237,10.146.162.84,53,60199,null,null,10.193.204.227,18,null,83,1,0.0
865,7,10.146.162.112,10.47.18.237,51784,53,null,null,198.208.210.69,15,null,85,1,0.0
865,8,10.146.162.101,10.125.120.199,49530,32111,null,null,198.208.211.68,15,null,122,2,0.0
865,9,10.146.170.36,117.105.89.22,56970,53,null,null,198.208.133.142,15,null,90,1,0.0
865,10,10.146.170.36,130.173.33.162,56971,53,null,null,198.208.134.142,15,null,90,1,0.0
865,11,10.146.170.36,117.105.89.22,56974,53,null,null,198.208.133.142,15,null,90,1,0.0
865,12,10.146.170.36,130.173.33.162,56975,53,null,null,198.208.134.142,15,null,90,1,0.0
865,13,130.173.33.162,10.146.170.36,53,56971,null,null,10.193.197.243,16,null,88,1,0.0
866,1,130.173.33.162,10.146.170.36,53,56975,null,null,10.193.197.243,16,null,144,1,0.0
866,2,10.47.18.237,10.146.162.112,53,51784,null,null,10.193.204.227,18,null,83,1,0.0
866,3,10.125.120.199,10.146.162.101,32111,49530,null,null,10.193.197.243,16,null,44,1,0.0
866,4,10.47.18.237,10.146.172.132,53,36717,null,null,10.193.204.227,18,null,83,1,0.0
866,5,10.146.171.43,10.47.18.237,53190,53,null,null,198.208.210.69,15,null,85,1,0.0
866,6,10.192.1.201,10.146.168.49,17472,54405,null,null,10.193.197.243,16,null,1621,8,7.0
866,7,10.146.162.204,208.67.222.222,51293,53,null,null,198.208.134.53,15,null,160,2,4.0
866,8,10.146.162.31,208.67.222.222,38747,53,null,null,10.147.91.150,11,null,160,2,4.0
866,9,10.146.164.44,10.192.144.233,58411,22443,null,null,198.208.210.68,15,null,321344,1631,0.0
866,10,10.146.164.65,208.67.222.222,47011,53,null,null,10.147.91.149,11,null,160,2,4.0
866,11,10.146.170.36,10.125.226.126,50616,3389,null,null,198.208.211.69,15,null,322,3,0.0
866,12,10.146.164.44,8.8.8.8,0,0,null,null,198.208.31.216,1,null,11730,115,0.0
866,13,10.146.171.30,208.67.222.222,36813,53,null,null,198.208.134.53,15,null,160,2,4.0
867,1,10.146.165.79,208.67.222.222,54531,53,null,null,10.147.91.149,11,null,160,2,4.0
867,2,10.146.165.168,10.125.115.3,36926,22443,null,null,10.204.14.165,11,null,287032,1198,0.0
867,3,10.146.165.79,10.125.118.53,60156,22443,null,null,10.204.14.165,11,null,318636,1365,0.0
867,4,10.146.162.156,8.8.8.8,0,0,null,null,198.208.31.216,1,null,11832,116,0.0
867,5,172.21.26.132,148.93.49.56,161,40617,null,null,198.208.210.69,15,null,3088,6,0.0
867,6,10.146.164.196,208.67.222.222,36446,53,null,null,10.147.91.149,11,null,160,2,4.0
867,7,10.193.197.236,172.20.208.11,63994,22,null,null,198.208.210.4,1,null,0,0,30.0
867,8,10.146.170.36,10.125.226.139,445,23000,null,null,198.208.211.5,1,null,4348,18,5.0
867,9,10.146.164.111,208.67.222.222,48531,53,null,null,198.208.133.142,15,null,160,2,5.0
867,10,10.146.170.36,10.125.226.126,64549,137,null,null,198.208.211.5,1,null,192,2,1.0
867,11,10.146.170.36,117.105.89.22,56977,53,null,null,198.208.133.142,15,null,90,1,0.0
867,12,10.146.170.36,130.173.33.162,56978,53,null,null,198.208.134.142,15,null,90,1,0.0
867,13,10.146.170.36,117.105.89.22,56980,53,null,null,198.208.133.142,15,null,90,1,0.0
868,1,10.146.170.36,130.173.33.162,56981,53,null,null,198.208.134.142,15,null,90,1,0.0
868,2,10.47.18.237,10.146.161.55,53,39746,null,null,10.193.204.227,18,null,83,1,0.0
868,3,10.146.162.137,10.47.18.237,53407,53,null,null,198.208.210.69,15,null,85,1,0.0
868,4,130.173.33.162,10.146.170.36,53,56978,null,null,10.193.197.243,16,null,88,1,0.0
868,5,130.173.33.162,10.146.170.36,53,56981,null,null,10.193.197.243,16,null,144,1,0.0
868,6,10.146.165.61,10.125.112.81,56516,32111,null,null,198.208.211.69,15,null,122,2,0.0
868,7,10.146.165.28,10.47.18.237,56295,53,null,null,198.208.210.68,15,null,85,1,0.0
868,8,10.47.18.237,10.146.161.154,53,48568,null,null,10.193.204.227,18,null,83,1,0.0
868,9,10.146.164.44,10.192.144.233,60948,32111,null,null,198.208.210.69,15,null,122,2,0.0
